customer_id,age,occupation_type,employment_tenure_months,city_tier,declared_annual_income,existing_loan_count,existing_loan_types,residence_type,relationship_tenure_years,bureau_score_proxy
CUST000789,26,salaried,28,tier3,1341000.0,0,,owned,4.2,565
CUST000790,33,business_owner,117,tier2,264000.0,2,auto|personal,owned,0.0,625
CUST000791,29,salaried,58,tier2,470000.0,0,,rented,0.4,900
CUST000792,24,salaried,13,tier2,781000.0,2,auto|mortgage,rented,0.2,622
CUST000793,39,salaried,133,tier2,872000.0,2,personal|auto,rented,7.0,714
CUST000794,38,salaried,167,tier3,468000.0,1,mortgage,rented,0.2,637
CUST000795,21,salaried,3,tier3,716000.0,0,,rented,3.4,694
CUST000796,34,self_employed,142,tier2,316000.0,0,,owned,3.4,582
CUST000797,42,self_employed,86,tier2,931000.0,1,personal,owned,3.0,540
CUST000798,43,business_owner,83,tier3,444000.0,1,auto,owned,4.5,803
CUST000799,43,salaried,207,metro,542000.0,1,auto,owned,7.0,560
CUST000800,35,salaried,33,tier2,493000.0,0,,rented,0.2,813
CUST000801,28,salaried,57,tier2,737000.0,0,,rented,0.6,621
CUST000802,26,self_employed,18,tier2,420000.0,1,home,owned,0.5,580
CUST000803,37,salaried,115,metro,927000.0,0,,owned,14.3,633
CUST000804,38,salaried,123,metro,562000.0,2,home|mortgage,rented,5.6,824
CUST000805,45,salaried,219,metro,1308000.0,1,auto,owned,4.2,617
CUST000806,43,self_employed,219,tier2,1230000.0,0,,rented,2.4,620
CUST000807,33,self_employed,108,tier3,335000.0,0,,rented,5.8,717
CUST000808,25,business_owner,24,tier3,367000.0,0,,rented,3.6,722
CUST000809,32,salaried,40,metro,1327000.0,0,,owned,3.9,816
CUST000810,36,business_owner,136,metro,1225000.0,1,home,rented,12.7,784
CUST000811,33,salaried,75,tier3,566000.0,1,auto,rented,1.4,617
CUST000812,30,salaried,27,tier2,758000.0,1,personal,rented,4.6,797
CUST000813,37,salaried,157,tier2,949000.0,0,,owned,1.2,457
CUST000814,30,salaried,43,metro,799000.0,0,,rented,15.0,749
CUST000815,29,salaried,19,metro,1018000.0,1,home,rented,3.9,596
CUST000816,37,salaried,150,tier3,855000.0,1,auto,owned,2.7,733
CUST000817,31,salaried,69,tier2,839000.0,1,auto,owned,4.6,781
CUST000818,36,self_employed,142,metro,820000.0,1,personal,owned,0.4,529
CUST000819,37,self_employed,61,tier3,378000.0,0,,rented,0.1,763
CUST000820,25,self_employed,27,tier2,422000.0,0,,owned,0.5,705
CUST000821,31,salaried,74,tier3,620000.0,0,,owned,4.6,739
CUST000822,46,salaried,108,tier2,857000.0,1,home,owned,5.0,591
CUST000823,25,self_employed,38,tier2,252000.0,0,,owned,3.5,646
CUST000824,21,salaried,3,tier3,329000.0,0,,rented,1.7,593
CUST000825,21,salaried,3,tier3,328000.0,1,home,rented,2.9,693
CUST000826,35,salaried,34,tier3,597000.0,1,personal,owned,0.6,562
CUST000827,35,self_employed,79,tier3,236000.0,0,,owned,0.0,615
CUST000828,34,salaried,56,tier2,843000.0,0,,owned,7.2,736
CUST000829,44,self_employed,195,metro,607000.0,1,auto,owned,1.3,589
CUST000830,21,salaried,3,metro,789000.0,0,,rented,0.1,644
CUST000831,38,salaried,64,tier3,270000.0,0,,owned,0.4,598
CUST000832,47,salaried,177,metro,449000.0,0,,owned,4.8,703
CUST000833,25,salaried,16,tier3,469000.0,0,,owned,2.5,667
CUST000834,31,salaried,57,tier3,896000.0,0,,owned,2.8,589
CUST000835,28,self_employed,82,tier3,314000.0,2,auto|mortgage,owned,0.3,598
CUST000836,27,salaried,48,tier3,1113000.0,0,,rented,3.4,694
CUST000837,32,salaried,82,tier2,550000.0,0,,owned,3.6,509
CUST000838,46,self_employed,126,tier2,284000.0,1,home,owned,0.3,676
CUST000839,49,salaried,94,tier3,292000.0,0,,rented,2.5,632
CUST000840,32,salaried,91,metro,773000.0,1,auto,rented,1.2,694
CUST000841,50,salaried,198,metro,514000.0,0,,owned,4.3,607
CUST000842,35,salaried,101,tier3,213000.0,1,auto,rented,1.5,709
CUST000843,49,salaried,280,tier2,385000.0,0,,owned,2.7,741
CUST000844,34,self_employed,81,tier2,532000.0,1,personal,rented,1.4,738
CUST000845,36,salaried,129,metro,668000.0,0,,owned,0.4,623
CUST000846,37,self_employed,127,tier2,264000.0,1,personal,owned,8.3,526
CUST000847,60,salaried,165,tier3,566000.0,1,mortgage,owned,1.3,830
CUST000848,41,self_employed,61,tier2,274000.0,0,,rented,4.2,685
CUST000849,29,self_employed,58,tier2,882000.0,2,home|auto,rented,0.1,683
CUST000850,42,salaried,99,tier2,924000.0,1,personal,owned,0.0,591
CUST000851,32,salaried,86,tier3,684000.0,3,personal|auto|mortgage,rented,2.2,660
CUST000852,31,salaried,78,tier3,595000.0,1,mortgage,owned,15.0,786
CUST000853,42,business_owner,139,tier2,328000.0,0,,owned,0.4,750
CUST000854,35,business_owner,119,tier2,174000.0,0,,owned,0.1,651
CUST000855,37,salaried,116,metro,893000.0,2,personal|home,rented,0.5,792
CUST000856,35,self_employed,87,tier2,1245000.0,0,,owned,3.9,589
CUST000857,37,salaried,147,metro,985000.0,1,auto,rented,0.9,503
CUST000858,38,salaried,50,tier2,546000.0,0,,owned,0.3,456
CUST000859,21,self_employed,3,tier2,558000.0,1,home,owned,2.5,751
CUST000860,40,salaried,50,metro,864000.0,0,,rented,1.3,617
CUST000861,27,salaried,24,metro,1004000.0,0,,owned,2.2,642
CUST000862,23,self_employed,19,metro,314000.0,0,,owned,5.5,753
CUST000863,34,salaried,39,metro,734000.0,0,,rented,6.5,684
CUST000864,35,self_employed,69,tier2,1101000.0,1,home,rented,9.4,548
CUST000865,29,salaried,28,metro,371000.0,0,,rented,1.6,826
CUST000866,41,salaried,160,metro,1064000.0,0,,owned,1.1,603
CUST000867,24,salaried,20,tier3,382000.0,0,,rented,2.2,649
CUST000868,31,business_owner,33,metro,361000.0,2,auto|mortgage,rented,0.7,590
CUST000869,30,salaried,53,tier3,285000.0,0,,owned,2.5,554
CUST000870,34,salaried,52,tier2,595000.0,0,,owned,1.5,675
CUST000871,37,self_employed,201,tier2,227000.0,0,,owned,1.4,550
CUST000872,26,business_owner,16,tier2,835000.0,1,auto,owned,1.7,647
CUST000873,40,business_owner,166,metro,436000.0,3,auto|personal|mortgage,owned,6.5,822
CUST000874,35,salaried,86,tier3,220000.0,1,auto,owned,0.3,747
CUST000875,21,salaried,3,tier3,600000.0,1,auto,rented,4.1,698
CUST000876,21,salaried,3,metro,1222000.0,1,auto,rented,3.8,581
CUST000877,34,self_employed,81,tier3,382000.0,1,personal,owned,0.4,674
CUST000878,33,business_owner,123,tier2,1139000.0,0,,rented,0.1,608
CUST000879,34,self_employed,82,tier3,86000.0,0,,rented,0.8,809
CUST000880,34,salaried,98,tier3,294000.0,0,,rented,5.1,612
CUST000881,36,salaried,78,metro,1578000.0,0,,rented,4.6,559
CUST000882,42,salaried,87,tier3,429000.0,1,auto,owned,2.5,610
CUST000883,26,salaried,15,tier3,1370000.0,1,personal,rented,2.8,584
CUST000884,25,salaried,12,tier2,312000.0,2,personal|mortgage,owned,4.6,676
CUST000885,26,salaried,49,metro,1858000.0,2,auto|home,rented,7.4,843
CUST000886,37,self_employed,148,tier3,322000.0,0,,rented,6.4,655
CUST000887,44,business_owner,127,tier2,1125000.0,2,home|auto,rented,12.3,596
CUST000888,31,self_employed,76,metro,457000.0,0,,owned,0.1,615
CUST000889,21,business_owner,3,tier3,416000.0,0,,owned,7.2,540
CUST000890,21,self_employed,3,tier2,753000.0,0,,owned,4.7,900
CUST000891,28,self_employed,52,tier3,263000.0,0,,owned,3.0,842
CUST000892,30,salaried,72,tier2,856000.0,2,auto|mortgage,owned,0.3,767
CUST000893,31,self_employed,45,metro,269000.0,0,,owned,3.6,747
CUST000894,35,salaried,91,tier3,544000.0,1,mortgage,rented,0.6,665
CUST000895,32,salaried,44,tier2,172000.0,2,auto|home,rented,1.8,642
CUST000896,43,salaried,53,tier2,542000.0,0,,owned,1.3,635
CUST000897,29,self_employed,78,tier2,563000.0,0,,rented,6.1,893
CUST000898,28,self_employed,60,metro,414000.0,1,personal,rented,0.6,662
CUST000899,38,business_owner,187,tier2,816000.0,2,auto|mortgage,rented,11.9,629
CUST000900,22,business_owner,4,tier2,481000.0,0,,rented,3.1,645
CUST000901,38,business_owner,180,tier3,1151000.0,1,mortgage,rented,1.2,726
CUST000902,35,salaried,137,tier3,509000.0,0,,owned,0.4,341
CUST000903,33,business_owner,107,tier3,210000.0,1,auto,rented,1.0,715
CUST000904,47,self_employed,298,metro,450000.0,1,home,rented,12.5,451
CUST000905,30,business_owner,102,tier2,991000.0,2,home|personal,owned,1.0,787
CUST000906,51,salaried,259,metro,1182000.0,3,home|auto|personal,owned,2.7,499
CUST000907,33,salaried,122,tier3,339000.0,0,,rented,2.7,582
CUST000908,24,business_owner,27,tier2,636000.0,0,,rented,2.5,482
CUST000909,35,salaried,87,tier3,888000.0,0,,rented,4.9,842
CUST000910,26,salaried,47,metro,1031000.0,1,mortgage,owned,8.1,628
CUST000911,28,salaried,62,metro,418000.0,0,,rented,4.2,830
CUST000912,38,salaried,55,tier3,342000.0,2,mortgage|personal,owned,3.7,833
CUST000913,39,salaried,85,tier2,471000.0,0,,rented,4.7,767
CUST000914,30,business_owner,47,tier3,460000.0,2,auto|mortgage,owned,2.4,528
CUST000915,42,business_owner,195,tier3,147000.0,0,,owned,2.3,694
CUST000916,44,business_owner,114,tier2,1096000.0,1,mortgage,owned,0.8,802
CUST000917,46,salaried,119,tier2,422000.0,1,auto,owned,10.0,714
CUST000918,39,salaried,116,tier2,435000.0,0,,rented,1.7,646
CUST000919,45,salaried,71,tier3,184000.0,0,,owned,6.2,711
CUST000920,21,salaried,3,tier3,690000.0,1,mortgage,owned,1.1,720
CUST000921,32,salaried,68,metro,869000.0,1,mortgage,owned,2.5,547
CUST000922,28,self_employed,34,tier2,561000.0,1,personal,rented,0.5,628
CUST000923,35,business_owner,66,metro,1060000.0,0,,owned,1.3,713
CUST000924,30,salaried,77,tier2,872000.0,1,personal,rented,2.4,758
CUST000925,33,salaried,88,tier3,377000.0,0,,owned,0.1,676
CUST000926,50,salaried,174,tier3,182000.0,0,,owned,3.0,593
CUST000927,33,salaried,59,tier2,331000.0,2,personal|mortgage,owned,0.2,637
CUST000928,38,salaried,160,metro,477000.0,0,,rented,0.6,587
CUST000929,33,salaried,101,metro,910000.0,0,,rented,4.4,670
CUST000930,35,salaried,112,metro,1295000.0,0,,owned,1.7,731
CUST000931,35,salaried,82,metro,1713000.0,2,mortgage|personal,owned,1.7,898
CUST000932,38,self_employed,212,tier3,258000.0,0,,owned,4.4,571
CUST000933,44,salaried,182,tier2,754000.0,0,,owned,0.2,769
CUST000934,48,salaried,154,metro,660000.0,1,mortgage,rented,2.2,689
CUST000935,37,salaried,158,tier2,2297000.0,1,auto,owned,2.0,535
CUST000936,39,salaried,168,metro,1617000.0,0,,owned,2.1,646
CUST000937,25,salaried,32,metro,1875000.0,1,auto,rented,0.4,638
CUST000938,34,self_employed,132,tier3,272000.0,0,,rented,0.3,629
CUST000939,42,business_owner,123,metro,1063000.0,2,auto|mortgage,owned,0.5,724
CUST000940,41,self_employed,162,tier2,614000.0,1,auto,owned,7.9,857
CUST000941,36,salaried,58,tier2,523000.0,0,,owned,0.8,746
CUST000942,42,salaried,147,metro,604000.0,0,,owned,0.9,649
CUST000943,38,salaried,89,metro,1120000.0,0,,rented,2.5,709
CUST000944,44,salaried,117,metro,1663000.0,0,,owned,2.7,842
CUST000945,37,business_owner,190,metro,258000.0,1,auto,owned,4.6,584
CUST000946,32,salaried,40,tier3,347000.0,0,,owned,2.8,791
CUST000947,37,salaried,141,tier2,331000.0,2,auto|mortgage,owned,8.1,551
CUST000948,21,salaried,3,tier2,714000.0,0,,rented,4.0,517
CUST000949,38,salaried,44,metro,1455000.0,0,,owned,3.5,711
CUST000950,21,business_owner,3,tier3,442000.0,1,auto,rented,2.5,530
CUST000951,21,salaried,3,metro,1767000.0,2,personal|mortgage,owned,1.1,644
CUST000952,38,salaried,101,tier3,536000.0,1,personal,rented,1.0,803
CUST000953,38,salaried,83,metro,965000.0,0,,rented,3.1,572
CUST000954,25,self_employed,31,tier3,333000.0,0,,rented,1.0,841
CUST000955,29,salaried,49,metro,506000.0,1,mortgage,rented,3.4,476
CUST000956,45,self_employed,78,metro,248000.0,0,,owned,2.3,773
CUST000957,31,salaried,51,tier2,1289000.0,1,mortgage,rented,0.4,530
CUST000958,52,salaried,99,metro,545000.0,1,auto,owned,1.2,662
CUST000959,34,business_owner,43,tier3,160000.0,0,,rented,0.6,699
CUST000960,38,salaried,68,tier2,885000.0,0,,owned,2.9,604
CUST000961,47,salaried,204,tier2,635000.0,1,mortgage,owned,2.9,631
CUST000962,36,salaried,117,metro,1503000.0,0,,rented,1.4,549
CUST000963,26,salaried,45,tier2,1267000.0,1,mortgage,rented,3.3,807
CUST000964,34,salaried,107,metro,1161000.0,0,,rented,6.4,544
CUST000965,34,self_employed,94,tier3,798000.0,0,,rented,0.7,544
CUST000966,24,salaried,14,tier2,409000.0,2,mortgage|auto,owned,0.5,671
CUST000967,32,salaried,26,tier2,536000.0,1,home,rented,5.2,617
CUST000968,29,salaried,59,tier3,1376000.0,0,,rented,1.5,755
CUST000969,42,self_employed,110,tier2,678000.0,0,,owned,5.4,581
CUST000970,35,salaried,60,tier2,352000.0,2,mortgage|auto,owned,1.2,654
CUST000971,32,salaried,110,metro,960000.0,0,,owned,3.6,690
CUST000972,34,self_employed,56,tier2,489000.0,1,home,rented,8.7,767
CUST000973,36,self_employed,48,metro,548000.0,0,,rented,0.9,607
CUST000974,39,business_owner,206,metro,836000.0,4,mortgage|home|auto|personal,rented,1.6,504
CUST000975,27,salaried,28,tier3,983000.0,0,,rented,1.3,607
CUST000976,26,salaried,27,metro,845000.0,1,mortgage,rented,2.4,757
CUST000977,43,salaried,66,tier2,962000.0,0,,owned,5.7,711
CUST000978,31,self_employed,70,metro,909000.0,0,,rented,5.6,646
CUST000979,23,salaried,19,tier2,611000.0,1,home,rented,3.1,660
CUST000980,38,salaried,132,tier3,229000.0,1,home,rented,3.1,656
CUST000981,38,salaried,103,metro,1362000.0,0,,owned,1.0,700
CUST000982,22,self_employed,5,tier2,447000.0,2,home|mortgage,rented,2.0,635
CUST000983,36,self_employed,82,tier2,379000.0,0,,rented,7.7,604
CUST000984,40,salaried,136,tier3,254000.0,1,auto,rented,6.2,737
CUST000985,37,business_owner,70,metro,1821000.0,0,,owned,0.1,735
CUST000986,40,business_owner,87,tier3,352000.0,1,auto,owned,0.4,597
CUST000987,23,salaried,15,tier2,370000.0,0,,rented,4.4,573
CUST000988,37,salaried,146,tier2,353000.0,0,,owned,2.1,896
CUST000989,32,self_employed,113,metro,1384000.0,0,,rented,11.6,711
CUST000990,31,salaried,89,metro,1220000.0,0,,owned,0.2,830
CUST000991,41,salaried,130,tier2,487000.0,0,,rented,10.1,710
CUST000992,46,salaried,213,metro,988000.0,2,personal|mortgage,rented,1.9,721
CUST000993,49,business_owner,319,tier2,292000.0,1,home,owned,0.2,487
CUST000994,45,salaried,61,tier2,625000.0,0,,owned,1.8,520
CUST000995,34,self_employed,77,tier2,270000.0,1,personal,rented,2.4,738
CUST000996,37,salaried,63,metro,1412000.0,3,mortgage|home|personal,owned,0.6,573
CUST000997,41,salaried,203,metro,1360000.0,0,,owned,3.5,666
CUST000998,35,business_owner,144,tier2,526000.0,0,,rented,1.4,736
CUST000999,36,salaried,129,tier2,445000.0,1,home,owned,4.2,667
CUST001000,41,salaried,94,tier3,256000.0,0,,rented,1.6,715
CUST001001,34,salaried,127,tier2,673000.0,2,mortgage|auto,rented,0.4,804
CUST001002,29,self_employed,24,tier2,1325000.0,0,,owned,3.5,813
CUST001003,31,salaried,38,metro,1517000.0,2,home|auto,owned,0.1,649
CUST001004,40,salaried,137,tier3,576000.0,0,,owned,0.4,794
CUST001005,35,salaried,120,metro,731000.0,0,,rented,11.4,593
CUST001006,37,salaried,148,metro,565000.0,0,,owned,2.5,675
CUST001007,40,salaried,90,metro,888000.0,3,home|auto|personal,owned,1.9,730
CUST001008,32,salaried,59,metro,789000.0,0,,rented,2.5,670
CUST001009,41,salaried,118,tier3,717000.0,1,mortgage,owned,7.7,660
CUST001010,38,salaried,44,metro,653000.0,0,,rented,2.6,504
CUST001011,25,self_employed,41,metro,497000.0,1,mortgage,rented,0.2,601
CUST001012,46,self_employed,138,metro,1321000.0,1,personal,owned,0.4,485
CUST001013,30,salaried,35,tier3,1046000.0,0,,rented,4.5,643
CUST001014,21,salaried,3,tier3,310000.0,1,mortgage,rented,5.8,660
CUST001015,26,salaried,39,tier3,933000.0,0,,rented,5.3,722
CUST001016,26,business_owner,48,tier3,153000.0,2,home|auto,owned,2.7,574
CUST001017,35,salaried,57,tier3,395000.0,1,auto,rented,1.4,685
CUST001018,32,salaried,41,tier2,539000.0,1,home,rented,4.5,706
CUST001019,32,salaried,107,metro,882000.0,0,,rented,0.6,603
CUST001020,39,salaried,120,metro,1084000.0,0,,owned,0.7,720
CUST001021,37,salaried,84,metro,797000.0,2,home|auto,rented,0.4,679
CUST001022,37,salaried,63,tier2,833000.0,1,mortgage,owned,0.4,445
CUST001023,38,self_employed,193,metro,339000.0,0,,rented,0.3,572
CUST001024,39,self_employed,178,metro,1040000.0,0,,owned,1.6,847
CUST001025,21,self_employed,3,tier2,638000.0,1,mortgage,owned,2.1,689
CUST001026,32,self_employed,35,metro,281000.0,0,,rented,1.3,600
CUST001027,21,salaried,3,metro,1221000.0,1,home,owned,1.7,712
CUST001028,35,business_owner,71,metro,316000.0,0,,owned,4.6,693
CUST001029,34,self_employed,42,tier2,275000.0,2,personal|mortgage,owned,0.2,818
CUST001030,43,self_employed,106,metro,803000.0,0,,rented,3.7,644
CUST001031,44,self_employed,98,metro,431000.0,1,auto,rented,1.6,576
CUST001032,36,salaried,80,metro,820000.0,1,auto,rented,12.2,610
CUST001033,30,salaried,55,tier3,955000.0,1,home,owned,2.6,628
CUST001034,38,salaried,101,metro,2277000.0,0,,owned,1.5,625
CUST001035,30,salaried,79,metro,250000.0,1,auto,owned,15.0,696
CUST001036,34,salaried,56,tier3,551000.0,2,auto|home,rented,0.1,642
CUST001037,42,salaried,195,tier3,715000.0,0,,rented,2.0,649
CUST001038,30,salaried,85,metro,714000.0,1,home,owned,3.4,823
CUST001039,41,business_owner,212,metro,460000.0,0,,owned,3.7,543
CUST001040,40,self_employed,77,metro,638000.0,0,,owned,3.0,685
CUST001041,27,salaried,25,tier2,326000.0,1,auto,rented,5.3,552
CUST001042,42,salaried,152,metro,913000.0,0,,rented,2.5,763
CUST001043,40,salaried,66,tier3,1109000.0,0,,rented,12.7,755
CUST001044,35,business_owner,44,tier3,184000.0,0,,rented,5.7,576
CUST001045,28,self_employed,23,tier2,213000.0,1,personal,rented,3.0,592
CUST001046,28,self_employed,53,metro,504000.0,1,personal,rented,0.1,715
CUST001047,30,salaried,78,tier3,737000.0,1,auto,owned,1.6,655
CUST001048,39,salaried,79,tier2,1001000.0,0,,rented,0.8,782
CUST001049,27,self_employed,67,tier3,223000.0,0,,rented,3.5,571
CUST001050,38,business_owner,164,metro,709000.0,2,auto|mortgage,owned,2.6,776
CUST001051,25,salaried,12,tier2,265000.0,0,,rented,2.5,856
CUST001052,33,salaried,66,tier3,903000.0,0,,owned,2.4,690
CUST001053,35,salaried,41,tier3,426000.0,0,,owned,2.0,622
CUST001054,54,salaried,314,tier2,581000.0,1,mortgage,owned,11.2,610
CUST001055,23,business_owner,20,tier2,787000.0,0,,rented,0.4,615
CUST001056,46,self_employed,201,tier2,460000.0,1,mortgage,owned,3.8,740
CUST001057,36,salaried,115,tier2,946000.0,0,,rented,8.8,545
CUST001058,38,salaried,78,tier3,644000.0,0,,owned,2.9,652
CUST001059,35,salaried,135,tier2,681000.0,3,mortgage|home|auto,owned,2.9,691
CUST001060,38,salaried,163,metro,887000.0,0,,rented,1.1,819
CUST001061,33,salaried,98,metro,554000.0,0,,owned,1.9,797
CUST001062,46,self_employed,186,tier2,449000.0,0,,rented,1.2,643
CUST001063,31,self_employed,28,tier3,508000.0,0,,rented,4.2,555
CUST001064,44,salaried,60,metro,498000.0,1,home,owned,6.8,667
CUST001065,29,self_employed,30,metro,630000.0,0,,rented,4.1,670
CUST001066,34,self_employed,112,tier3,311000.0,0,,owned,5.2,786
CUST001067,26,salaried,43,tier2,675000.0,2,home|auto,owned,1.4,640
CUST001068,38,self_employed,189,metro,1027000.0,0,,rented,3.3,565
CUST001069,46,self_employed,115,metro,1064000.0,2,personal|home,owned,1.4,628
CUST001070,34,self_employed,75,tier2,209000.0,1,personal,rented,4.6,649
CUST001071,33,salaried,33,metro,1229000.0,2,personal|mortgage,owned,3.5,622
CUST001072,26,salaried,50,tier2,511000.0,0,,rented,0.3,551
CUST001073,33,salaried,101,tier2,781000.0,0,,owned,0.5,542
CUST001074,22,salaried,6,tier2,604000.0,1,auto,owned,15.0,734
CUST001075,27,salaried,41,tier2,412000.0,2,personal|home,rented,2.2,703
CUST001076,36,self_employed,109,metro,544000.0,1,auto,rented,0.2,607
CUST001077,45,salaried,105,metro,710000.0,0,,rented,6.7,753
CUST001078,57,salaried,138,metro,1024000.0,0,,owned,3.8,489
CUST001079,30,business_owner,50,metro,669000.0,1,personal,rented,2.2,618
CUST001080,46,salaried,108,tier2,390000.0,0,,owned,0.7,674
CUST001081,36,salaried,101,metro,1199000.0,1,personal,owned,4.4,729
CUST001082,33,salaried,57,tier2,1010000.0,1,mortgage,owned,0.0,580
CUST001083,38,salaried,137,metro,1091000.0,1,auto,owned,2.0,781
CUST001084,35,salaried,95,metro,655000.0,0,,owned,9.3,621
CUST001085,35,self_employed,106,metro,556000.0,2,mortgage|home,rented,7.3,753
CUST001086,31,salaried,98,tier2,455000.0,0,,owned,0.1,781
CUST001087,23,salaried,9,tier2,1055000.0,2,personal|mortgage,rented,0.2,565
CUST001088,22,salaried,7,tier3,296000.0,0,,rented,6.1,693
CUST001089,40,self_employed,46,metro,990000.0,0,,owned,0.1,728
CUST001090,32,salaried,89,tier2,839000.0,1,auto,owned,0.3,543
CUST001091,30,self_employed,60,tier3,283000.0,0,,owned,4.5,718
CUST001092,35,salaried,56,metro,1329000.0,1,auto,owned,1.0,604
CUST001093,41,salaried,48,metro,1134000.0,0,,rented,2.3,554
CUST001094,36,salaried,118,metro,435000.0,2,home|personal,owned,3.4,616
CUST001095,29,salaried,60,metro,1058000.0,0,,rented,1.3,610
CUST001096,44,salaried,174,tier3,512000.0,2,auto|mortgage,owned,2.0,727
CUST001097,47,self_employed,187,metro,554000.0,0,,owned,0.7,679
CUST001098,38,salaried,125,tier2,1086000.0,1,auto,owned,0.2,862
CUST001099,42,salaried,143,tier3,421000.0,0,,owned,0.8,606
CUST001100,44,salaried,98,metro,662000.0,1,home,owned,9.8,697
CUST001101,44,salaried,148,tier2,941000.0,0,,owned,0.8,666
CUST001102,39,salaried,115,metro,749000.0,2,mortgage|personal,owned,2.1,540
CUST001103,39,salaried,158,tier2,496000.0,1,home,owned,1.6,823
CUST001104,39,salaried,104,metro,513000.0,1,home,rented,6.6,690
CUST001105,26,salaried,29,metro,598000.0,0,,owned,0.0,584
CUST001106,40,salaried,191,metro,626000.0,0,,owned,1.1,715
CUST001107,24,salaried,28,tier2,828000.0,1,home,rented,12.7,748
CUST001108,28,salaried,30,tier2,365000.0,0,,owned,1.4,603
CUST001109,45,salaried,228,tier2,275000.0,0,,owned,3.8,659
CUST001110,41,business_owner,72,metro,465000.0,1,home,rented,0.6,773
CUST001111,46,salaried,226,tier3,361000.0,1,personal,owned,9.0,669
CUST001112,32,self_employed,46,metro,631000.0,0,,owned,1.9,729
CUST001113,25,salaried,22,tier3,772000.0,1,auto,rented,0.6,631
CUST001114,33,salaried,120,tier2,638000.0,1,home,owned,0.1,513
CUST001115,35,salaried,44,tier2,1217000.0,2,auto|home,owned,0.7,657
CUST001116,35,salaried,125,tier2,603000.0,1,auto,rented,0.6,604
CUST001117,44,self_employed,165,tier3,806000.0,1,home,owned,3.7,645
CUST001118,32,self_employed,40,tier2,169000.0,0,,rented,3.4,605
CUST001119,37,salaried,157,metro,922000.0,1,home,owned,3.0,670
CUST001120,27,self_employed,40,tier3,325000.0,2,home|auto,rented,5.8,623
CUST001121,38,salaried,157,metro,606000.0,0,,owned,6.5,752
CUST001122,35,salaried,128,tier2,542000.0,3,mortgage|auto|personal,rented,4.9,735
CUST001123,29,self_employed,22,tier2,249000.0,0,,rented,0.8,571
CUST001124,33,salaried,53,tier3,460000.0,0,,owned,4.0,743
CUST001125,33,salaried,60,tier2,548000.0,1,personal,rented,3.1,614
CUST001126,32,business_owner,93,metro,635000.0,0,,rented,0.3,553
CUST001127,49,business_owner,95,tier2,335000.0,0,,owned,3.7,774
CUST001128,34,self_employed,76,metro,800000.0,0,,owned,2.3,601
CUST001129,33,salaried,105,tier2,1316000.0,1,home,rented,1.4,688
CUST001130,21,self_employed,3,tier2,1049000.0,1,home,owned,0.3,539
CUST001131,27,salaried,47,tier3,1140000.0,0,,rented,2.6,647
CUST001132,32,salaried,65,metro,782000.0,0,,owned,0.9,644
CUST001133,29,salaried,23,metro,777000.0,2,mortgage|auto,owned,1.3,644
CUST001134,46,business_owner,110,tier2,796000.0,0,,owned,0.2,633
CUST001135,33,business_owner,43,metro,828000.0,1,mortgage,owned,2.6,683
CUST001136,45,self_employed,176,metro,171000.0,0,,rented,0.8,769
CUST001137,35,salaried,43,metro,1254000.0,0,,owned,2.1,595
CUST001138,35,salaried,123,tier2,542000.0,0,,rented,2.6,402
CUST001139,34,salaried,112,metro,426000.0,0,,owned,2.0,791
CUST001140,35,business_owner,48,tier2,423000.0,1,mortgage,rented,12.6,620
CUST001141,48,salaried,251,tier3,400000.0,0,,owned,3.9,603
CUST001142,21,salaried,3,tier2,664000.0,1,auto,rented,3.7,630
CUST001143,21,self_employed,3,metro,1123000.0,0,,rented,0.7,535
CUST001144,30,salaried,88,metro,1784000.0,0,,owned,4.9,644
CUST001145,35,self_employed,72,metro,440000.0,0,,rented,3.6,629
CUST001146,40,salaried,144,tier2,594000.0,1,home,owned,7.0,669
CUST001147,38,self_employed,69,tier2,506000.0,0,,owned,1.0,605
CUST001148,31,salaried,87,metro,1507000.0,1,mortgage,owned,0.2,460
CUST001149,43,salaried,197,metro,675000.0,0,,owned,2.9,559
CUST001150,43,salaried,220,metro,718000.0,0,,rented,0.6,780
CUST001151,36,salaried,152,metro,1356000.0,0,,rented,0.9,604
CUST001152,42,salaried,62,tier3,860000.0,0,,rented,0.5,729
CUST001153,37,salaried,120,metro,1717000.0,1,personal,rented,4.3,615
CUST001154,30,salaried,40,metro,386000.0,0,,rented,0.9,753
CUST001155,40,self_employed,80,metro,552000.0,1,personal,rented,2.6,663
CUST001156,35,salaried,49,metro,1005000.0,0,,rented,1.1,524
CUST001157,35,self_employed,147,metro,485000.0,0,,rented,4.5,574
CUST001158,46,self_employed,224,tier2,409000.0,0,,owned,0.2,520
CUST001159,21,salaried,3,metro,1578000.0,1,mortgage,rented,1.6,762
CUST001160,23,self_employed,23,metro,1307000.0,0,,rented,1.4,566
CUST001161,25,salaried,34,tier2,926000.0,0,,owned,5.1,646
CUST001162,32,salaried,52,tier2,734000.0,1,personal,owned,15.0,647
CUST001163,32,salaried,66,metro,2093000.0,0,,rented,1.3,674
CUST001164,22,self_employed,9,tier3,384000.0,0,,rented,2.6,613
CUST001165,27,salaried,46,metro,430000.0,0,,owned,2.0,538
CUST001166,28,salaried,42,tier3,382000.0,0,,rented,0.9,521
